st_racuna,znesek
3540290214825927,51240.06
56022102201616430,14950.52
4405273245458316,65811.53
4026560176126238,10811.67
3542597801023460,20005.58
3543650978976751,27063.85
3572446867338672,26891.48
67635699819095200,31513.9
3532235439010631,3844.3
6334332077517269621,3669.48
5423270849358723,50751.35
3572026554643814,48680.6
5002354653929313,3213.06
372301718742028,95276.25
374283510506108,64144.97
30101499810398,56052.37
589363574180238476,10063.1
3538759927278958,81171.59
374288968242361,41028.43
5100141027971597,2298.52
3546748835566042,64850.52
3575522656850403,87070.44
3570529175187766,8306.44
3584835232701141,39649.29
5100140378492708,14562.56
3589932397564706,2790.75
5602245774852943,42849.6
6378622631620855,31515.32
3567533329736176,99600.14
4844145250546673,32496.79
3580874917667008,28276.14
5602228698446158,47648.49
3589492300889906,40657.05
4844033434416080,63427.86
3551173368833184,68265.39
3557608834153299,13393.18
3535723618180199,9751.71
3588746497701260,58757.32
3552819598391075,57916.05
5010121152403490,58597.51
3577630740098299,15162.38
5048373667605442,71642.54
5610708779325967,61886.87
58935855340916399,26368.48
0604280792715863173,93259.24
5602233091278927,11293.81
4844780550768252,11165.19
3559380679519871,7840.25
3541287957568705,7006.24
5415473505567955,1921.39
6397655249152371,70559.19
5602248444512582,3148.99
5602228823340581,11394.81
3544450942397567,57057.38
3583160364788118,3992.72
4800241169126,41286.31
3562724044843364,71800.59
5602236477759097,14245.77
6379107328535623,65421.44
5610233556177234,94929.57
30552697693210,86678.7
5404493915330342,54892.06
3534525127784390,76290.63
6391457380623898,8385.58
3542315542246245,47790.07
3547279947019737,49047.92
3577607331381110,94740.8
3556376353396779,12433.24
3573401508534964,33627.25
5152177843956047,96088.53
5602221204335635,7492.6
374622119684263,42320.28
67633478973285002,65094.93
374288286640593,29291.82
5281190377392848,9909.97
5108752637489440,12060.22
3572322840342810,15782.65
5007662376896980,34082.4
374283208848069,82246.07
5641829088628457418,72769.01
5602236898875068,91522.02
676269746958261050,81831.5
30162777101736,75059.71
3546237138926301,39190.11
345841475900784,29943.6
30310131162569,48090.09
3581781813704927,16491.88
4041595617911,18526.15
3548579251248510,46025.32
3553538897334854,94383.85
633315352618381977,82875.42
5048374597366436,59629.62
3567769138623870,1136.51
5469625380921384,52760.77
6382003761237303,27582.26
30445848817301,45782.82
6391801565041618,33920.77
337941926188805,63551.42
3560377221364456,74498.63
3528000057058072,666.32
3550448813818951,42778.4
3548241590645712,66272.58
3571818850150374,39590.81
675945611430483009,14712.73
5602229194084725,71406.39
50384978850647122,19490.01
341913472146556,82099.99
201512586886930,27900.68
4017959726464,85142.23
5278754979351653,54419.6
3557033731661825,25094.62
3589338671739933,17302.35
56102394203912098,12203.4
5515263335990470,20590.2
3567896070443189,55450.81
5100176168302780,86886.46
343465104583431,86113.11
3570436603984287,22405.63
4405927834771443,76786.6
3569458736075505,31826.13
375067468183344,15656.01
30498914363361,38851.85
4041596529875,82531.13
6767750709649610769,91504.84
5602249517493981,56344.35
5514965906603727,93701.56
3580433462269221,52711.98
3544223323043799,40906.45
3547001828709552,46300.01
630402302302880958,2348.97
3583024097106487,66995.35
4037342707744871,53254.36
201628050176291,45818.98
6380034970875627,44679.67
3588313232646480,81968.65
3544185261108845,10197.07
4041372689265,98948.71
4508262709094119,28187.43
4905407116347927799,90062.33
201860137450528,53641.85
3566687392290262,10481.97
3567873223355719,66001.73
3566311025213019,95788.96
3537864325318512,73318.58
3529786151965522,87257.99
3561384945468414,44383.64
3574179292573443,4755.69
30500344757037,36455.53
63045256959632335,33710.87
374283884810391,66714.7
4175007908404813,37926.13
6762653957960934,1330.59
3557243247964528,33536.37
3545161142348875,68811.02
3540582958076208,5221.88
4508591097403551,37256.63
3534891998697982,73601.16
4917883263056312,16574.98
5610217205815286,6247.47
3546912916362503,96127.49
3574649215328489,23434.96
3558576210437082,87795.26
67710606581875121,73270.28
30257484817853,60605.43
6761233604469519010,57135.31
3545160292568423,54007.25
3557278513707458,58658.98
201433192619427,4562.84
4844845210945655,77314.51
5007669823957224,63629.43
3554056464378625,51702.67
5610966972263100,13336.51
560224315503534922,58745.3
5235883679842000,35620.95
3545530598295014,89984.65
5273655652609611,76963.94
3571254515934749,62605.51
6399353491979281,34677.9
378435711186389,45823.5
30045164060658,29199.19
3544600305469466,27477.36
3582500453877572,22678.28
5108756491513591,16037.72
5100143154491068,34769.33
3542756335823783,22461.42
67060242803521503,98112.12
3578741289414521,33715.3
6304853442664666338,96659.48
3542147239988783,44851.01
56022314463739590,36444.46
374622940053126,470.3
3584594376477089,53578.75
5048375911411071,67916.2
201483809095578,21837.47
201781451182093,62624.64
3534075282760694,58153.28
4405342139202112,13891.61
201410725017212,25498.16
30569405164235,89985.28
3562620344679930,73258.09
3532530975505360,84709.34
3589503861145775,92037.22
374622820904570,55611.58
3548091102886886,39339.43
3537139096883436,49698.56
3553520675961868,21975.5
3552837873558358,31628.06
3589207249861752,18723.46
4405468948056074,90013.32
4913213499154992,37552.43
4905926288421674,5495.09
4508312026603363,5702.09
5108752921085037,83923.56
5408102196554688,4439.23
30443163972603,4798.6
3580112331400825,45041.5
3564794969277219,94278.91
676362048103710099,10897.87
3568396147373427,39012.68
3553671544714804,734.95
3582664879529769,14646.06
5457286992237091,21890.6
3560245093656640,54459.67
5388248664118888,89515.15
3579165518246232,36378.29
30155245933771,10415.95
3549186913551023,2667.67
4038554889010,35751.36
201434239697228,56287.69
337941101610193,17401.16
3556449955532198,331.53
5602255118345244388,84354.79
3558687892041975,18522.2
561021067451326677,62194.54
5602235889466770,95145.04
5893699525325012198,91432.8
3559713270613802,28458.1
3540758646801625,675.96
5602228880143241,94745.25
30288507748007,81131.97
6394084692777837,81509.72
3560813117270985,36089.39
560221740138692790,5446.42
201619092566706,16634.26
4905173951287990627,24377.6
5100145683741400,614.98
3570834742165539,94173.45
3547471824788514,75232.88
3531751022833495,33917.85
3567994166918790,77055.48
3530058025172025,6794.57
4917858048912211,92397.67
3566295499546394,56828.07
201953991609964,88856.06
5100171422572526,94100.68
5602251537104879,59605.5
30414562655420,51415.49
374288401453229,33124.14
5602235533497353,50801.99
348634851738820,47420.78
3570365549758143,21742.45
3571813478512501,79461.07
3547059670059609,11748.98
3583967169714234,18500.57
3584064626718583,658.5
5100132094309456,94582.88
5048372849370826,34119.04
374283935951244,43458.37
5602216688986408,44030.38
30171694737340,42336.04
491118514844741751,47714.32
5231681312333609,53748.02
56022586011577206,20079.16
3581517750505368,23973.33
5602247950999071894,74570.38
3562659193666200,70618.68
5100148966077450,98534.94
3589457858699718,69087.73
201880271423230,14861.84
3540261214787508,93480.42
3557045073175776,23209.99
3529986834303386,97817.75
30414610074111,21484.5
6304918405056065677,81031.13
3575897817256975,85275.73
30310229615437,67107.18
6763866434285561909,22476.64
3544215106933816,17809.07
3563866886864450,19311.43
3528148434005991,48451.57
3574300282886211,78692.68
5602246283605525,88379.25
3575589784771736,67325.05
371154799115270,62392.54
201759950975670,66869.44
374622480321982,37200.87
201588953299121,99657.91
3545491850289767,25570.61
30341100144916,86422.95
3555373961218132,98731.17
3584108945261708,48067.89
6706595098634954094,9967.82
5020384739878174,78563.3
670927402047863327,95059.22
3553322935645922,95887.44
3530718944389345,53050.54
5002355986310170,2720.64
3552828091860726,96473.7
3578438923308728,44227.02
5610137258212126,71381.32
5100149255361241,98756.85
3561853856637217,18186.61
3577490661986166,48042.51
3563563504854860,77695.6
3589882936130958,28822.81
493658510354791980,32642.07
346100395603716,46827.97
633313884096529455,13614.95
5010124523280605,40679.83
4026030213255887,65397.48
5602237798827993,63445.99
345565584434811,56639.53
630431119251479474,54249.27
30025851224726,98263.57
30317887243386,45261.58
374288566643663,93537.7
374283499259661,12021.28
3572805699715219,28422.76
3530451855802078,24232.51
6709772723238550258,19685.76
676122985690047123,508.2
3542403021317388,70252.89
5100148649452518,68126.74
3551450755762857,3564.35
633110763468490659,47911.67
5602226698103449,76238.56
5100172033772802,94061.65
5602226630137455,67691.77
3579482030230283,19094.32
67094939647974778,19483.8
5511578088455635,18466.41
3558397425195740,63401.97
6763598035952274091,63687.77
3586030544450094,86139.69
3533852455649487,51792.94
3529925100592595,94858.99
633305343020714600,76202.0
5602225986292864,63270.18
30506199167214,5926.86
3575028581502911,39188.71
3578877833375840,12811.02
3583729310950004,90570.15
6334267181583299394,18312.51
5100176550062877,80752.74
376219147383873,22511.14
5602257366457767,69364.06
5010124266834493,49294.01
676233590852132048,1570.89
201705325717263,52586.71
3573807301712484,39957.47
30588484387210,29494.72
3567278326239036,40617.95
3579268806057525,44315.39
337941217845295,20704.72
3567917302037365,16255.72
3540042102325522,14373.37
3534926325822737,24007.38
6396498948660944,50788.78
4026797207136485,22067.06
630448720442563307,96573.15
5108753291492498,19871.02
3572462076501679,1643.41
6385151490621631,98567.15
5602235701123070,32946.26
3546566674264457,265.28
340057085895315,34942.47
30225973066829,48377.24
5048378529155114,3361.66
4017958774945,74573.59
3535539337388370,33867.43
6762047178227392196,72100.86
201506571094161,21211.64
3536922465965574,8214.14
5602240429767497,79071.19
5100144623236118,4535.56
630475772794001556,54753.94
5602248086468754,97210.79
5641826066868474601,3130.37
56022260602906352,28077.25
3577344606265584,13591.19
3554145115307768,51990.06
6387413958463247,3769.31
3585669808370430,8428.6
3581820280141864,83809.17
3577528648609680,57681.57
4508130456936982,33609.57
5602216204961026,17981.58
5100133000290947,58299.4
5020535945876779,23097.13
3582749735129787,600.96
3583434741980551,34034.65
201677161266491,65381.98
6334260701908596,83073.93
3589671315345570,85355.38
3551292199328592,29129.3
3589318930728653,96771.91
3545044856078385,18373.74
5518835215197016,30346.21
5602217809608426,3986.36
6709712882389381,7073.43
6771524761675837,14642.4
3581086178804928,12028.01
3528300766333679,33021.17
56022524963811836,1384.62
5542772937123527,67248.72
201926749696244,58537.5
6331102121307558,46469.64
6394351672888482,84627.34
3589033370461745,30124.63
3564190571383158,32872.29
5048378429408837,72800.75
3564397290512096,36551.9
5010129084581077,95171.19
30336929511501,20654.63
3568268276724201,34121.54
5518349158533971,66496.68
30290658229001,71802.88
633493257537965301,99667.81
490310170737033240,60909.18
3571847233724720,13268.06
374622768040163,6902.28
4844478897916052,83026.38
5602217606475277274,81015.07
4026344776237020,22421.37
3563133334175058,94851.54
30293943801907,2144.39
560223713593869284,14223.44
3553043485625821,23458.89
6767006245171862595,84467.67
3559244795200479,31588.53
3554978246458633,15892.34
3576652250321912,36141.48
3581114029304789,10760.0
3588025779959775,16627.63
5100173134557134,6481.07
201513884383638,65141.23
3572135516379480,45684.73
30171170955952,99705.41
3585690405530374,39577.0
3579558104797305,78817.7
4017950899294,29758.7
3551602485975528,13199.74
5399425616958291,82200.62
6759047943664822,82901.84
337941681621339,38141.29
4170386922295,50324.14
56022465060814333,50876.51
4936228409946408200,38831.33
3558719978843626,15273.69
3564626730487257,88443.83
3543498815362482,52586.86
5105914344276477,46822.21
6383351721144393,88066.75
201912004011444,32446.97
3543746822113540,99356.03
3556192684878827,89524.68
6761551581622816,94498.63
67626996258863838,2706.92
3538289398743884,45515.94
4905948596295756,19272.26
3557357812293749,48085.03
675991518908105399,59500.27
503862260235905486,99278.01
3583528836140607,74973.35
490586140542808208,66834.83
56022505418105627,6967.51
56022213988939364,79429.17
3531805469851624,79406.07
4917571287003838,97584.88
6399789706344714,55388.42
3589268460880335,60976.32
30559764994603,1133.9
63042374435092199,95541.89
6384277947092877,7733.37
30005568723533,31667.47
3562816827133243,69996.44
676780187258864584,93715.8
4175003308274567,14842.82
5100143665537136,60476.77
4405519284386374,25453.07
4917675670563322,14208.91
3553947067324126,82072.71
3562568633960067,79335.26
3585629883797964,7790.48
5610807099908873472,31132.08
3564055428938282,22857.39
3547734126425782,50324.38
3576693260136247,52540.39
3561134072837083,44180.01
5010123522203725,20331.73
3572016773664543,38575.75
5435875060356168,97023.1
4844742440844677,28727.55
3534713327900699,22732.12
3570797514607436,52625.33
6334742406444688,53622.39
3557821283010007,62372.98
30004551571330,41086.92
3578589813855358,16011.85
6767868283213360952,35864.02
4175008167092315,59067.13
201473062741406,91104.39
3566897800533704,42236.78
3547199156281192,52744.59
4026773250792961,39105.15
5610247561536259,82933.44
3581683332939911,11375.87
3566218822460034,81760.04
5002350994672042,5209.78
5002354356495851,67041.58
4917685033635147,72139.05
3581095637373383,78250.64
3551871970395795,48059.48
374288340988020,643.65
561072153146289948,8448.21
561082562109031220,17764.97
4175002562475688,72863.93
5417330599849491,81616.9
30042959987997,40597.49
3584076797447776,94251.19
30203246469823,93395.91
3573392807811023,18694.32
3588641907766625,74644.15
3583761726432186,72534.78
6384500683604401,57882.35
5313746478116022,58991.98
6377138635390859,35521.55
3583596626199612,52546.02
201633707609876,24992.89
30082738191966,76679.53
3547618906400182,60937.42
3558372968692700,71014.37
5465104109612124,84528.82
201516001799966,54673.46
676398981723995146,97155.23
30116498049517,64394.55
3563898240951707,66910.99
3552044791551314,60898.73
3571898406127522,18795.98
3551461489964917,80617.19
3585723341531600,67685.02
3556450372462936,61930.29
3536387311558678,8654.23
3533063621738549,17360.53
3575585758939051,62694.0
5610155043541807677,48791.19
3544733521839780,97895.02
5436861452426933,56366.14
5399330674063457,81809.57
4026608598585802,48910.54
201648414918352,37812.9
6331106152757821,27360.98
3577426790076529,34647.17
5498091737125788,51391.3
5602244559694265,6829.43
3571767354626092,59819.93
3534253201759275,814.58
3548035669504200,78087.7
3554081019122328,72011.86
5048377693420262,24502.83
3560060518068168,99544.63
3583303861600408,79172.19
5602251511915688,41452.0
4508707426646583,92999.2
06043554237465788,94509.81
4017957861271,69579.12
3557847486846806,84583.63
3567665207746024,63805.22
3539221840760496,59874.13
3576358627516354,26989.55
5460843672536575,1144.41
30146254510709,77255.22
201484592515491,67780.03
3565014153145810,66449.16
3576171132423465,87831.96
5100144334630179,24986.02
3550903753594178,29065.46
4041370596529156,4357.04
379991980914132,76339.97
4041374592833992,18690.77
633385095556332875,42331.55
491179380802488405,32112.4
3536605312115416,47109.83
3566905680209426,31350.56
3576650545594434,21493.95
3537799107380183,80645.12
201435669677606,95185.66
4041376009593,19865.03
4508685572825773,74930.09
3561264388708403,15993.97
30196985104926,71868.66
67632415378883040,86410.9
374622732714091,79575.22
3585634581201699,10658.37
4917207441014615,26902.29
670669856199556587,61760.88
374288622718517,64326.85
67590847239896912,91858.06
4041374622262998,6114.96
3545383682161993,45750.28
30166224193154,12197.39
56104574129766763,44563.96
3539381501769515,45598.14
3544548577502482,31101.61
5542094645569028,5235.46
5100176954987133,45627.77
3571729441905426,76431.65
5602230049542941,35110.79
3562811580381360,64387.7
36851236435560,49520.56
5167268528969695,4573.3
3571582328751649,48116.42
372301998082566,21192.45
337941329382757,42227.3
491187382427000201,21106.43
67612914036191741,60742.21
3589265440042457,46592.05
3547974255368482,77818.35
3575355654004933,3440.27
5038360770549874,74903.52
6334710885733129,57785.36
3570313672255222,66607.97
3565864327726709,75276.41
3551900767368382,45785.25
3549927143135636,88542.86
376125191349209,70061.45
337941971745012,6236.39
3532599550198917,17121.28
3550402215040201,5344.09
3543059190931521,48202.98
4026010673831583,66893.58
4936970272093853580,90557.16
3530179921860990,18523.6
4844866056279587,73651.41
67626260399208522,84638.07
3568055333636456,98843.46
3548522739694905,98889.23
3563137948277556,42242.2
3564381163010206,92834.13
6763925905518105514,83283.91
30186768904733,39786.59
3542022376222074,19381.66
6397466840892062,17784.79
3547133211179448,17918.16
3564693755532862,61271.14
3570751375004274,96979.74
6762243833951993682,27800.68
3550137100757317,91942.21
630470945527356233,31615.86
3531063270303928,61982.49
4175002424944319,40299.52
5108755955817555,82855.8
3536202262149700,31857.97
3530733392998430,99543.29
67091715786581456,93223.47
06047833262956879,24227.76
3542136307895723,69664.91
677127653272764456,91224.41
3581647014923238,80244.05
3539336666861291,85857.62
3546637722080805,47095.63
3560804869269176,75603.16
3573176694759357,27493.27
3583987242322425,61079.52
5602218281152494623,70569.15
4017951507060,23325.31
4917079120815822,35063.61
30240270780386,90880.38
4911962492301864921,76637.05
3550627857635070,78141.98
4405221987384745,95124.25
372301077328278,40419.24
5048375596751015,46011.84
630492958195982762,61672.75
5443550000229839,29498.46
3554285248726441,39708.05
4936367345740228785,19680.14
3540367468451285,29011.77
589340659741310829,3167.8
201950337563475,17686.18
5602247233632577,60196.62
3537498338503024,16434.84
490593121298014135,3260.04
5610818856372780,76425.51
3555998961039524,49053.29
6331108982439664593,86637.54
5602227739279834,17017.69
50383547506890658,34352.81
5602249505772248,82699.64
4917756038725082,3557.44
3537078113541645,12540.81
3529853477882276,61335.77
4508283337269063,169.74
633329104830437135,15701.31
3548202699779620,55315.92
3541068134284907,61561.97
36524401240830,30018.21
3551081406572799,45153.33
4026194008244785,72652.3
3555719613071198,22394.64
3538319795139830,85349.73
3532734821774416,7638.96
3548743224068344,71698.26
3578362693317273,97947.53
6331106647446915,31936.19
3550396846159150,8237.22
3574940741145376,77483.25
3581670725278619,45652.81
5449778195133839,59836.45
3545389585229068,9985.85
3580268439783320,42923.4
5048370703146241,32655.47
3558358002113555,65948.33
3569924239582693,26116.55
4844796132222303,53593.27
3551522908334006,93819.66
3571802523091231,25093.11
372301237664133,6027.33
3571352064430414,66624.0
3543872896466372,60367.47
3558067256907840,9542.51
5100148692305639,94057.52
3539157145922664,9190.86
3540496951544130,79198.89
3589567090442287,78184.28
5602258355964870,53321.85
5610629560888163,41228.96
340353535336574,88275.37
6759915629013348110,95676.35
4041596683337307,67857.19
4508533576262959,35292.24
5602213498340395398,95178.2
201558462600804,71010.76
5602254239461767951,30896.16
30474189085955,75251.37
4913921131202819,89163.36
5893279372909148017,41092.78
3565276714581151,62974.88
3532714840893116,54207.45
0604270648219513122,11542.83
30248632676762,52027.98
490387411755279846,33656.99
3557548084360873,25739.72
3575339050627729,88395.71
3550665854333745,61966.66
560224962988358366,25609.27
3578646715866261,67688.79
5419120894253277,69551.23
58931005035612697,96902.11
3558059594481653,7227.3
5048375298117077,76159.65
0604696154982049945,70048.58
56022344862170907,67803.48
6763762884138026986,54641.66
3528225560530800,43564.96
5602258573168833,23717.76
3571819268905151,29733.83
3573700148378926,90486.34
3586585642634675,90834.0
6709646915322284,2045.78
3542765460520650,7898.84
3557511261691460,83429.56
3584310630526631,38090.49
4175001230395138,37240.43
3559460246379940,67208.87
3554675743814710,77084.75
4041592431408292,63770.93
3555357010528351,30256.73
6394116875687498,95550.74
3582821557491577,29213.46
3574872330147796,92235.69
3577018616158068,87906.46
3546595889725960,33176.54
30243514218221,42519.0
6304310006103637,67709.51
490506731007456165,50215.8
6709221699694163744,71828.66
201436381586646,97068.88
3589220362628353,20362.68
5494013227720187,40490.03
3549781613725537,67184.28
6372679019805835,62445.06
3566055258740095,75168.3
372301362210785,74984.08
4905377105946263777,23988.71
5445814032467223,33771.66
3544701511970618,8035.43
3580274815107506,62830.37
67094626852156791,91497.81
3552377974200436,90203.72
6759544705715999522,80318.88
5319250524464399,19947.97
30447488702918,22088.28
3542616348612195,36299.4
3566512290046907,83206.34
3528802564517312,14153.07
3559093446939930,89431.85
3579512486576738,11870.31
5602258201685851,12670.25
3589596457475762,52786.37
6392416843559023,28256.75
3583946914889020,42083.72
3560427066079618,6923.48
3534663884181250,70625.28
3533339344063591,54046.36
6394483901817907,17128.49
201912378448560,59835.19
3545636027291274,66191.23
3589625256707156,77453.27
3583883274963238,69446.92
5002352062384203,75152.31
3582614501840944,78925.17
4903280793085719351,37313.16
4405775631043783,28976.35
3576073646157458,69431.52
3543301088518501,54289.66
4917377652400454,54577.51
4508477228858865,52349.86
3535420565482955,32148.23
3566416665816615,25382.86
3579088995203890,20642.65
30156644157608,60108.86
6771320379417698033,89437.31
6771278957928315478,23756.85
30400391131055,50102.35
675970444088841874,82788.55
5602255127321140,6412.8
30199953238445,11813.1
3565181560845645,283.59
